"kd_provinsi","nama_kampus","jenis_kampus","status_kampus"
"P002","Sekolah Tinggi Ilmu Manajemen Sukma ","SekolahTinggi","swasta"
"P004","Sekolah Tinggi Ilmu Manajemen Sumbar","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Ilmu Maritim Mutiara Jaya","SekolahTinggi","swasta"
"P003","Sekolah Tinggi Ilmu Pertanian Belitang ","SekolahTinggi","swasta"
"P003","Sekolah Tinggi Ilmu Pertanian Bumi Silampari ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Ilmu Pertanian Dharma Wacana","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Ilmu Pertanian Labuhan Batu ","SekolahTinggi","swasta"
"P005","Sekolah Tinggi Ilmu Pertanian Rejang Lebong","SekolahTinggi","swasta"
"P003","Sekolah Tinggi Ilmu Pertanian Sriwigama ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Ilmu Pertanian Surya Dharma","SekolahTinggi","swasta"
"P006","Sekolah Tinggi Ilmu Pertanian Swarna Dwipa","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Ilmu Pertanian Yashafa ","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Ilmu Psikologi Harapan Bangsa ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Ilmu Shuffah Al-Quran Abdullah Bin Masud Online Lampung Selatan","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Ilmu Syariah Al-Aziziyah Sabang ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Ilmu Syariah Darul Ulum Lampung Timur","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Ilmu Syariah Darusy Syafaah Lampung Tengah","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Ilmu Syariah Dayah Amal ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Ilmu Syariah Muhammadiyah Pringsewu","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Ilmu Syariah Nahdlatul Ulama Aceh ","SekolahTinggi","swasta"
"P003","Sekolah Tinggi Ilmu Syariah Subulussalam ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Ilmu Syariah Sultan Fatah","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Ilmu Syariah Ummul Ayman Pidie Jaya ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Ilmu Tarbiyah Al Bukhary Labuhan Batu ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Ilmu Tarbiyah Al Hikmah Bumi Agung Way Kanan","SekolahTinggi","swasta"
"P006","Sekolah Tinggi Ilmu Tarbiyah Al Kifayah Riau","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Ilmu Tarbiyah Al Mubarok Bandar Mataram","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Ilmu Tarbiyah Al Washliyah Aceh Tengah ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Ilmu Tarbiyah Al-Ittihadiyah Labuhan Batu Utara ","SekolahTinggi","swasta"
"P003","Sekolah Tinggi Ilmu Tarbiyah al-Mathiriyah Muratara ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Ilmu Tarbiyah Ar-Raudlatul Hasanah Medan ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Ilmu Tarbiyah Batubara ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Ilmu Tarbiyah Darul Ishlah","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Ilmu Tarbiyah Darussalamah Pidie Banda Aceh ","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Ilmu Tarbiyah Hidayatullah Batam Kepulauan Riau","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Ilmu Tarbiyah Indah Medan ","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Ilmu Tarbiyah Inter Muhammadiyah","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Ilmu Tarbiyah Lingga Kepulauan Riau","SekolahTinggi","swasta"
"P005","Sekolah Tinggi Ilmu Tarbiyah Makrifatul Ilmi Bengkulu Selatan","SekolahTinggi","swasta"
"P003","Sekolah Tinggi Ilmu Tarbiyah Mambaul Hikam Pali Sumsel ","SekolahTinggi","swasta"
"P008","Sekolah Tinggi Ilmu Tarbiyah Mambaul Ulum Jambi","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Ilmu Tarbiyah Mumtaz","SekolahTinggi","swasta"
"P003","Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama Sumber Agung Oku Timur ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Ilmu Tarbiyah Serdang Bedagai ","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Ilmu Tarbiyah Simeulue Aceh ","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Ilmu Tarbiyah Syamsuddhuha Aceh Utara Banda Aceh ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Ilmu Tarbiyah Tanggamus","SekolahTinggi","swasta"
"P006","Sekolah Tinggi Ilmu Tarbiyyah Ar Risalah Inhil Riau","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Ilmu Teknik Gunung Leuser ","SekolahTinggi","swasta"
"P003","Sekolah Tinggi Ilmu Teknik Prabumulih ","SekolahTinggi","swasta"
"P003","Sekolah Tinggi Ilmu Teknik Serasan ","SekolahTinggi","swasta"
"P005","Sekolah Tinggi Ilmu Teknik Trisula","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Keguruan dan Ilmu Pendidikan Al Maksum ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Keguruan dan Ilmu Pendidikan Amal Bakti ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Keguruan dan Ilmu Pendidikan Kumala Lampung","SekolahTinggi","swasta"
"P006","Sekolah Tinggi Keguruan dan Ilmu Pendidikan Meranti","SekolahTinggi","swasta"
"P003","Sekolah Tinggi Keguruan dan Ilmu Pendidikan Muhammadiyah OKU Timur ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Keguruan dan Ilmu Pendidikan Padang Lawas ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Keguruan dan Ilmu Pendidikan Rosalia Lampung","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Kelautan Dan Perikanan Indonesia ","SekolahTinggi","swasta"
"P005","Sekolah Tinggi Kesehatan Al-Fatah Bengkulu","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Manajemen Informatika dan Komputer Gici","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Manajemen Informatika dan Komputer Harapan Ibu ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Manajemen Informatika dan Komputer Kalirejo Lampung","SekolahTinggi","swasta"
"P003","Sekolah Tinggi Manajemen Informatika dan Komputer Lembah Dempo ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Manajemen Informatika dan Komputer Royal ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Olahraga Dan Kesehatan Bina Guna ","SekolahTinggi","swasta"
"P006","Sekolah Tinggi Pariwisata Riau","SekolahTinggi","swasta"
"P002","sekolah Tinggi Penyuluhan Pertanian Medan","SekolahTinggi","negeri"
"P002","Sekolah Tinggi Perikanan dan Kelautan Matauli ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Perikanan Sibolga ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Perkebunan Lampung","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Pertanian Benteng Huraba ","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Pertanian Gunung Leuser ","SekolahTinggi","swasta"
"P004","Sekolah Tinggi Pertanian Haji Agus Salim","SekolahTinggi","swasta"
"P004","Sekolah Tinggi Seni Indonesia Padang Panjang","SekolahTinggi","negeri"
"P007","Sekolah Tinggi Teknik Bentara Persada Batam","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Teknik Bina Cendikia ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teknik Graha Kirana ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teknik Harapan ","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Teknik Ibnu Sina","SekolahTinggi","swasta"
"P001","Sekolah Tinggi Teknik Iskandar Thani ","SekolahTinggi","swasta"
"P003","Sekolah Tinggi Teknik Musi ","SekolahTinggi","swasta"
"P006","Sekolah Tinggi Teknik Nusantara Mandiri","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teknik Pelita Bangsa ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teknik Poliprofesi ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Teknologi Aisyah","SekolahTinggi","swasta"
"P005","Sekolah Tinggi Teknologi Bengkulu","SekolahTinggi","swasta"
"P006","Sekolah Tinggi Teknologi Dumai","SekolahTinggi","swasta"
"P006","Sekolah Tinggi Teknologi Duri","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teknologi Immanuel ","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Teknologi Indonesia Tanjung Pinang","SekolahTinggi","swasta"
"P006","Sekolah Tinggi Teknologi Indragiri","SekolahTinggi","swasta"
"P004","Sekolah Tinggi Teknologi Industri Padang","SekolahTinggi","swasta"
"P008","Sekolah Tinggi Teknologi Nasional","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Teknologi Nusantara Lampung","SekolahTinggi","swasta"
"P003","Sekolah Tinggi Teknologi Pagaralam ","SekolahTinggi","swasta"
"P004","Sekolah Tinggi Teknologi Payakumbuh","SekolahTinggi","swasta"
"P006","Sekolah Tinggi Teknologi Pekanbaru","SekolahTinggi","swasta"
"P006","Sekolah Tinggi Teknologi Pelalawan","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teknologi Sinar Husni ","SekolahTinggi","swasta"
"P006","Sekolah Tinggi Teknologi Unggulan Swarna Dwipa","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Abdi Sabda Medan ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Teologi Agape Bandar Lampung","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Amsal ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Anugerah Misi Nias Barat ","SekolahTinggi","swasta"
"P005","Sekolah Tinggi Teologi Arastamar Bengkulu","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Baptis Medan ","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Teologi Basom","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Bethel Medan ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Bina Insani Indonesia Kasih Abadi Pematang Siantar ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Bina Muda Wirawan Medan ","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Teologi Calvary Batam","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Deli Serdang Medan ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Gereja Kristen Luther Indonesia ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Gereja Methodist Indonesia Bandar Baru ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Gereja Pentakosta di Indonesia Pematang Siantar ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Gereja Tuhan Di Indonesia Medan ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Global Misi Medan ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi HKBP Pematang Siantar","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi HKBP Sumatera Utara","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Teologi Huperetes Batam","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Imanuel (SETITEL) Teluk Dalam Kabupaten Nias Selatan ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Imanuel Ministry El Shadday ","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Teologi Injil Bhakti Caraka Batam","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Injili Arastamar Tapanuli ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Injili Betania Medan ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Injili Bethsaida Medan ","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Teologi Injili Indonesia Batam","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Itia Medan ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Marturia Tanjung Balai ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Teologi Mawar Saron Lampung","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Nias ","SekolahTinggi","swasta"
"P003","Sekolah Tinggi Teologi Palembang ","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Teologi Pantekosta Batam","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Pantekosta Sumut - Aceh ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Paulus Medan ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Pelita Kebenaran ","SekolahTinggi","swasta"
"P006","Sekolah Tinggi Teologi Periago Pekanbaru","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Perjanjiannya Kabanjahe ","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Teologi Presbyterian Batam","SekolahTinggi","swasta"
"P010","Sekolah Tinggi Teologi Ratson Bangka Belitung","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Teologi Real Batam","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Reformed Injili Lumbantor ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Renatus Pematang Siantar ","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Teologi Sidang Jemaat Kristus","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Siloam Medan ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Sola Gratia Medan ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Sumatera Medan ","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Sumatera Utara ","SekolahTinggi","swasta"
"P009","Sekolah Tinggi Teologi Syalom Bandar Lampung","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi Syalom Nias ","SekolahTinggi","swasta"
"P007","Sekolah Tinggi Teologi Tabgha Batam","SekolahTinggi","swasta"
"P002","Sekolah Tinggi Teologi William Carey Medan ","SekolahTinggi","swasta"
"P008","STAI Ahsanta Jambi","SekolahTinggi","swasta"
"P006","STAI Al Azhar Pekanbaru","SekolahTinggi","swasta"
"P006","STAI Al Kautsar","SekolahTinggi","swasta"
"P008","STAI Al-Anwar Kuala Tungkal Jambi","SekolahTinggi","swasta"
"P003","STAI Al-Azhar Lubuklinggau, Sumatera Selatan ","SekolahTinggi","swasta"
"P001","STAI Al-Aziziyah Samalanga Bireun NAD ","SekolahTinggi","swasta"
"P002","STAI Al-Hikmah Medan ","SekolahTinggi","swasta"
"P004","STAI Al-Hikmah Pariangan Batusangkar, Tanah Datar","SekolahTinggi","swasta"
"P002","STAI Al-Hikmah, Tanjung Balai ","SekolahTinggi","swasta"
"P002","STAI Al-Ikhlas Sidikalang, Dairi ","SekolahTinggi","swasta"
"P001","STAI Al-Washliyah Banda Aceh ","SekolahTinggi","swasta"
"P001","STAI Almuslim Bireun ","SekolahTinggi","swasta"
"P008","STAI An-Nadwah Kuala Tungkal, Jambi","SekolahTinggi","swasta"
"P009","STAI An-Nur Lampung Selatan","SekolahTinggi","swasta"
"P006","STAI Ar Ridho Bagansiapiapi","SekolahTinggi","swasta"
"P001","STAI Ar-Rahman Aceh Selatan ","SekolahTinggi","swasta"
"P002","STAI As-Sunnah Deli Serdang ","SekolahTinggi","swasta"
"P006","STAI Auliaurrasyidin","SekolahTinggi","swasta"
"P002","STAI Bahriyatul Ulum KH. Zainul Arifin Pandan ","SekolahTinggi","swasta"
"P004","STAI Balaiselasa YPPTI Pesisir Selatan, Sumatera Barat","SekolahTinggi","swasta"
"P002","STAI Barumun Raya Sibuhuan ","SekolahTinggi","swasta"
"P003","STAI Bumi Silampari Lubuk Linggau, Sumatera Selatan ","SekolahTinggi","swasta"
"P002","STAI Darul Arafah Lau Bakeri Deli Serdang ","SekolahTinggi","swasta"
"P001","STAI Darul Hikmah Aceh Barat ","SekolahTinggi","swasta"
"P004","STAI Darul Qur`an Payakumbuh","SekolahTinggi","swasta"
"P009","STAI Darussalam Lampung","SekolahTinggi","swasta"
"P006","STAI Diniyah Pekanbaru","SekolahTinggi","swasta"
"P006","STAI H.M. Lukman Edy Pekanbaru","SekolahTinggi","swasta"
"P002","STAI Hikmatul Fadhilah Medan ","SekolahTinggi","swasta"
"P006","STAI Hubbulwathan Duri","SekolahTinggi","swasta"
"P007","STAI Ibnu Sina Batam","SekolahTinggi","swasta"
"P001","STAI Jamiatut Tarbiyah Lhoksukon Aceh Utara ","SekolahTinggi","swasta"
"P002","STAI Jam`iyah Mahmudiyah Langkat ","SekolahTinggi","swasta"
"P006","STAI Kuansing","SekolahTinggi","swasta"
"P002","STAI Madina Panyabungan ","SekolahTinggi","swasta"
"P006","STAI Madinatun Najah","SekolahTinggi","swasta"
"P004","STAI Madrasah `Arabiyah Bayang, Pesisir Selatan, Sumatera Barat","SekolahTinggi","swasta"
"P008","STAI Mau`izhah Tanjung Jabung Barat","SekolahTinggi","swasta"
"P008","STAI Ma`arif Jambi","SekolahTinggi","swasta"
"P009","STAI Ma`arif Kalirejo Lampung Tengah","SekolahTinggi","swasta"
"P009","STAI Ma`arif Metro, Kota Metro, Lampung","SekolahTinggi","swasta"
"P008","STAI Ma`arif Sarolangun","SekolahTinggi","swasta"
"P005","STAI Miftahul Ulum Mukomuko","SekolahTinggi","swasta"
"P007","STAI Miftahul Ulum Tanjung Pinang","SekolahTinggi","swasta"
"P008","STAI Muara Bulian Batanghari, Jambi","SekolahTinggi","swasta"
"P007","STAI Natuna","SekolahTinggi","swasta"
"P002","STAI Nias ","SekolahTinggi","swasta"
"P006","STAI Nurul Falah Airmolek","SekolahTinggi","swasta"
"P006","STAI Nurul Hidayah","SekolahTinggi","swasta"
"P001","STAI Nusantara Kota Banda Aceh ","SekolahTinggi","swasta"
"P002","STAI Panca Budi Medan ","SekolahTinggi","swasta"
"P004","STAI Pengembangan Ilmu Al-Qur`an Kota Padang, Sumatera Barat","SekolahTinggi","swasta"
"P002","STAI PERTINU Padangsidimpuan ","SekolahTinggi","swasta"
"P003","STAI Rahmaniyah Sekayu, Musi Banyuasin, Sumatera Selatan ","SekolahTinggi","swasta"
"P002","STAI Raudhatul Akmal, Deli Serdang ","SekolahTinggi","swasta"
"P006","STAI Rokan","SekolahTinggi","swasta"
"P002","STAI Samora Pematang Siantar ","SekolahTinggi","swasta"
"P001","STAI Sepakat Segenep Kutacane Aceh Tenggara ","SekolahTinggi","swasta"
"P002","STAI Serdang Lubuk Pakam ","SekolahTinggi","swasta"
"P004","STAI Solok Nan Indah, Kota Padang","SekolahTinggi","swasta"
"P007","STAI Sultan Abdurrahman Kepulauan Riau","SekolahTinggi","swasta"
"P002","STAI Sumatera Medan ","SekolahTinggi","swasta"
"P001","STAI Syekh Abdur Rauf Singkil ","SekolahTinggi","swasta"
"P002","STAI Syekh H. Abdul Halim Hasan Al-Islahiyah Binjai ","SekolahTinggi","swasta"
"P008","STAI Syekh Maulana Qori (SMQ) Bangko, Jambi","SekolahTinggi","swasta"
"P006","STAI Tafaqquhfiddin Dumai","SekolahTinggi","swasta"
"P001","STAI Tapaktuan Aceh Selatan ","SekolahTinggi","swasta"
"P002","STAI Tapanuli Padangsidempuan ","SekolahTinggi","swasta"
"P002","STAI Tebing Tinggi Deli ","SekolahTinggi","swasta"
"P001","STAI Teungku Dirundeng Meulaboh Aceh Barat ","SekolahTinggi","swasta"
"P001","STAI Tgk. Chik Pante Kulu Kota Banda Aceh ","SekolahTinggi","swasta"
"P006","STAI Tuanku Tambusai","SekolahTinggi","swasta"
"P009","STAI Tulang Bawang, Lampung","SekolahTinggi","swasta"
"P002","STAI UISU Pematang Siantar ","SekolahTinggi","swasta"
"P004","STAI Umar Bin Khattab di Ujunggading, Pasaman Barat, Sumatera Barat","SekolahTinggi","swasta"
"P004","STAI YAPTIP Simpang Empat Pasaman Barat","SekolahTinggi","swasta"
"P009","STAI YASBA Kalianda Lampung Selatan","SekolahTinggi","swasta"
"P004","STAI Yayasan Kebangkitan Islam Sumatera Barat, Padang","SekolahTinggi","swasta"
"P004","STAI Yayasan Tarbiyah Islamiyah Lubuk Bagalung Padang","SekolahTinggi","swasta"
"P004","STAI YDI Lubuk Sikaping, Pasaman, Sumatera Barat","SekolahTinggi","swasta"
"P004","STAI YPI Al-Ikhlas Painan, Pesisir Selatan, Sumatera Barat","SekolahTinggi","swasta"
"P004","STAI YPK Imam Bonjol Padang Panjang, Sumatera Barat","SekolahTinggi","swasta"
"P004","STAI YPPTIPS Balaiselasa","SekolahTinggi","swasta"
"P004","STAIN Batusangkar","SekolahTinggi","negeri"
"P005","STAIN Curup","SekolahTinggi","negeri"
"P001","STAIN Gajah Putih Takengon Aceh Tengah ","SekolahTinggi","negeri"
"P009","STAIN Jurai Siwo Metro","SekolahTinggi","negeri"
"P008","STAIN Kerinci","SekolahTinggi","negeri"
"P001","STAIN Malikussaleh ","SekolahTinggi","negeri"
"P002","STAIN Padangsidempuan","SekolahTinggi","negeri"
"P004","STAIN Sjech M. Djamil Djambek Bukittinggi","SekolahTinggi","negeri"
"P010","STAIN Syaikh Abdurrahman Siddik Bangka Belitung","SekolahTinggi","negeri"
"P001","STAIN Tengku Dirundeng Meulaboh ","SekolahTinggi","negeri"
"P001","STAIN Zawiyah Cot Kala Langsa ","SekolahTinggi","negeri"
"P009","STAINU Kotabumi Lampung Utara","SekolahTinggi","swasta"
"P002","STAK Negeri Tarutung","SekolahTinggi","negeri"
"P004","STBA Haji Agus Salim","SekolahTinggi","swasta"
"P002","Stba Persahabatan Internasional Asia ","SekolahTinggi","swasta"
"P002","STEBIS Al-Ulum Terpadu Medan ","SekolahTinggi","swasta"
"P007","STEI Ar - Rachman","SekolahTinggi","swasta"
"P006","STEI Iqra Annisa Pekanbaru ","SekolahTinggi","swasta"
"P001","STI Ekonomi Syari`ah Baktiya Aceh Utara ","SekolahTinggi","swasta"
"P003","STIA & Pemerintahan Annisa Dwi Salfarizi ","SekolahTinggi","swasta"
"P003","STIA Bala Putra Dewa ","SekolahTinggi","swasta"
"P004","STIA Bina Nusantara Mandiri Pariaman","SekolahTinggi","swasta"
"P006","STIA Indragiri ","SekolahTinggi","swasta"
"P008","STIA Nusantara Sakti Sungai Penuh","SekolahTinggi","swasta"
"P007","STIDKI Al-AZIZ Batam","SekolahTinggi","swasta"
"P002","STIE Akuntansi Dan Bisnis Internasional","SekolahTinggi","swasta"
"P001","STIE Bumi Persada Lhokseumawe ","SekolahTinggi","swasta"
"P008","STIE Graha Karya Muara Bulian","SekolahTinggi","swasta"
"P006","STIE Harapan Duri ","SekolahTinggi","swasta"
"P010","STIE IBEK Pangkalpinang Bangka","SekolahTinggi","swasta"
"P002","STIE IBMI Medan","SekolahTinggi","swasta"
"P002","STIE Informasi Teknologi Dan Bisnis","SekolahTinggi","swasta"
"P006","STIE Mahaputra Riau","SekolahTinggi","swasta"
"P002","STIE Mikroskil","SekolahTinggi","swasta"
"P003","STIE Multi Data Palembang ","SekolahTinggi","swasta"
"P007","STIE Nagoya Indonesia","SekolahTinggi","swasta"
"P002","STIE Nias Selatan","SekolahTinggi","swasta"
"P007","STIE Pembangunan Tanjungpinang","SekolahTinggi","swasta"
"P006","STIE Prakarti Mulya ","SekolahTinggi","swasta"
"P002","STIE Professional Manajemen College Indonesia","SekolahTinggi","swasta"
"P003","STIE Sultan Mahmud Badaruddin ","SekolahTinggi","swasta"
"P008","STIE Syari`ah Al-Mujaddid","SekolahTinggi","swasta"
"P004","STIE Widyaswara Indonesia","SekolahTinggi","swasta"
"P008","STIE YA Bangko","SekolahTinggi","swasta"
"P004","STIH Putri Maharaja","SekolahTinggi","swasta"
"P009","STIKES Adila","SekolahTinggi","swasta"
"P002","STIKES Adiwangsa Tebing Tinggi","SekolahTinggi","swasta"
"P009","STIKES Aisyah Pringsewu","SekolahTinggi","swasta"
"P003","STIKES Aisyiyah Palembang ","SekolahTinggi","swasta"
"P006","STIKES Al Insyirah Pekanbaru ","SekolahTinggi","swasta"
"P002","STIKES As Syifa","SekolahTinggi","swasta"
"P001","STIKES Assyifa Aceh ","SekolahTinggi","swasta"
"P002","STIKES Aufa Royhan","SekolahTinggi","swasta"
"P007","STIKES Awal Bros Batam","SekolahTinggi","swasta"
"P006","STIKES Awal Bros Pekanbaru ","SekolahTinggi","swasta"
"P005","STIKES Bhakti Husada Bengkulu","SekolahTinggi","swasta"
"P001","STIKES Bina Bangsa Kuala Simpang ","SekolahTinggi","swasta"
"P001","STIKES Bina Nusantara ","SekolahTinggi","swasta"
"P001","STIKES Bumi Persada Lhokseumawe ","SekolahTinggi","swasta"
"P001","STIKES Bustanul Ulum Langsa ","SekolahTinggi","swasta"
"P010","STIKES Citra Delima Bangka Belitung","SekolahTinggi","swasta"
"P001","STIKES Cut Nyak Dhien Langsa ","SekolahTinggi","swasta"
"P002","STIKES Darmais Padangsidimpuan","SekolahTinggi","swasta"
"P001","STIKES Darussalam Lhokseumawe ","SekolahTinggi","swasta"
"P004","STIKES Dharma Landbouw","SekolahTinggi","swasta"
"P004","STIKES Dharmasraya","SekolahTinggi","swasta"
"P001","STIKES Getsempena Lhoksukon ","SekolahTinggi","swasta"
"P007","STIKES Hang Tuah Tanjung Pinang","SekolahTinggi","swasta"
"P001","STIKES Medika Nurul Islam ","SekolahTinggi","swasta"
"P001","STIKES Medika Seramoe Barat ","SekolahTinggi","swasta"
"P001","STIKES Medika Teuku Umar ","SekolahTinggi","swasta"
"P004","STIKES Mercubaktijaya Padang","SekolahTinggi","swasta"
"P007","STIKES Mitra Bunda Persada","SekolahTinggi","swasta"
"P001","STIKES Muhammadiyah Lhokseumawe ","SekolahTinggi","swasta"
"P003","STIKES Muhammadiyah Palembang ","SekolahTinggi","swasta"
"P009","STIKES Muhammadiyah Pringsewu","SekolahTinggi","swasta"
"P002","STIKES Murni Teguh","SekolahTinggi","swasta"
"P002","STIKES Namira Madina","SekolahTinggi","swasta"
"P004","STIKES Nan Tongga","SekolahTinggi","swasta"
"P002","STIKES Nauli Husada","SekolahTinggi","swasta"
"P002","STIKES Nurliana Medan","SekolahTinggi","swasta"
"P001","STIKES Nurul Hasanah Kutacane ","SekolahTinggi","swasta"
"P001","STIKES Payung Negeri Aceh Darussalam ","SekolahTinggi","swasta"
"P006","STIKES Pekanbaru Medical Center ","SekolahTinggi","swasta"
"P003","STIKES Pembina Palembang ","SekolahTinggi","swasta"
"P004","STIKES Perintis Padang","SekolahTinggi","swasta"
"P004","STIKES Piala Sakti Pariaman","SekolahTinggi","swasta"
"P004","STIKES Prima Nusantara","SekolahTinggi","swasta"
"P004","STIKES Purna Bhakti Husada Batusangkar","SekolahTinggi","swasta"
"P002","STIKES Putra Abadi Langkat","SekolahTinggi","swasta"
"P004","STIKES Ranah Minang","SekolahTinggi","swasta"
"P002","STIKES Sakinah Husada Tanjung Balai","SekolahTinggi","swasta"
"P002","STIKES Santa Elisabeth Medan","SekolahTinggi","swasta"
"P002","STIKES Senior Medan","SekolahTinggi","swasta"
"P002","STIKES Siti Hajar","SekolahTinggi","swasta"
"P002","STIKES Syuhada di Padangsidimpuan","SekolahTinggi","swasta"
"P006","STIKES Tengku Maharatu ","SekolahTinggi","swasta"
"P005","STIKES Tri Mandiri Sakti Bengkulu","SekolahTinggi","swasta"
